© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Superpathway of Cholesterol Biosynthesis	1.8E00	2.07E-01	-2.449	ACAT1,DHCR24,FDFT1,FDPS,MVK,PMVK	
Mitochondrial biogenesis	1.8E00	1.56E-01	-0.632	ATF2,CYCS,ESRRA,GABPB1,GLUD1,IDH2,MAPK14,MED1,RXRA,SIRT5	
TRAIL signaling	1.8E00	3.75E-01	NaN	CASP10,CASP8,FADD	
Serine biosynthesis	1.8E00	3.75E-01	NaN	PSAT1,PSPH,SERINC3	
HSP90 chaperone cycle for steroid hormone receptors in the presence of ligand	1.79E00	1.64E-01	-1.667	ACTR1A,CAPZA2,DCTN1,DCTN4,DCTN5,FKBP4,FKBP5,HSPA1A/HSPA1B,TUBA1B	
Signaling by PTK6	1.79E00	1.64E-01	-2.333	AKT1,ARAP1,CCNE1,CDK4,CRK,ELMO2,KHDRBS2,NRAS,STAT3	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	1.77E00	1.32E-01	-1.291	ATF2,ATP6V0E1,ATP6V1B2,BAX,BRAF,MAP2K2,MAPK14,MAPK3,NFKB2,NFKBIE,NRAS,PLAAT4,PLB1,RAF1,RAP1A	
Resolution of Abasic Sites (AP sites)	1.76E00	1.84E-01	-2.646	APEX1,LIG3,MPG,POLD1,POLD2,POLD3,RFC2	
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	1.74E00	2.27E-01	-2.236	BAG6,HMOX1,SERP1,SGTA,UBE2J2	
CXCR4 Signaling	1.73E00	1.19E-01	-3.153	ADCY3,AKT1,ARHGEF11,CDC42,CRK,ELMO2,GNAI2,GNB4,MAP2K2,MAPK3,MYL6B,NRAS,PIK3R3,PIK3R5,PRKCI,RAF1,RAP1A,RHOB,RHOQ,RHOT1	
Gene Silencing by RNA	1.73E00	1.37E-01	-1.387	IPO8,NUP43,NUP54,NUP58,NUP93,PIWIL4,POLR2C,POLR2F,RAN,TNRC6A,TNRC6C,TPR,TSNAX	
Bladder Cancer Signaling	1.71E00	1.29E-01	-0.816	ABL1,CDK4,E2F2,E2F4,HDAC4,HDAC7,MAP2K2,MAPK3,NRAS,RAF1,RAP1A,RBL1,RPS6KA5,TFDP1,VEGFC	
RAC Signaling	1.7E00	1.24E-01	-2.673	ARPC5L,CDC42,IQGAP3,ITGA6,LIMK1,MAP2K2,MAP3K11,MAPK3,NCF1,NFKB2,NRAS,PIK3R3,PIK3R5,PRKCI,RAF1,RAP1A,RELA	
Gαq Signaling	1.68E00	1.18E-01	-2.500	AKT1,CDC42,CHUK,GNAI2,GNB4,GRK2,GYS1,HMOX1,MAP2K2,MAPK3,NFKB2,NFKBIE,PIK3R3,PIK3R5,PRKCI,RAF1,RELA,RHOB,RHOQ,RHOT1	
Nonsense-Mediated Decay (NMD)	1.67E00	1.28E-01	-2.840	EIF4A3,EIF4G1,NCBP2,PPP2CA,PPP2R2A,RBM8A,RNPS1,RPL22L1,RPL26L1,RPS19,RPS27L,SMG5,SMG7,UPF2,UPF3A	
Signaling by CSF1 (M-CSF) in myeloid cells	1.67E00	1.94E-01	-2.449	GRB2,HCK,PTPN11,SHC1,STAT3,THOC5	
PD-1, PD-L1 cancer immunotherapy pathway	1.66E00	1.31E-01	2.496	AKT1,CSNK2A2,CSNK2B,FBXO38,JAK3,LAT,LCP2,PIK3R3,PIK3R5,PTPN11,SKP2,STAT5A,STAT5B,TGFB2	
TREM1 Signaling	1.66E00	1.43E-01	-3.317	AKT1,CASP5,CCL2,GRB2,MAPK3,NFKB2,NLRC4,RELA,STAT3,STAT5A,STAT5B	
Cardiac Hypertrophy Signaling (Enhanced)	1.66E00	9.59E-02	-2.188	ADCY3,AKAP13,AKT1,APEX1,ATF2,CACNB1,CHUK,CTNNB1,DVL3,EIF2B1,EIF4E,EIF4EBP1,FASLG,GDE1,GDPD1,GNAI2,GNB4,GSK3A,HDAC4,HDAC7,IL1R1,ITGA6,MAP2K2,MAP2K5,MAP3K11,MAP3K3,MAPK14,MAPK3,MAPKAPK3,MKNK1,NFKB2,NRAS,PDE12,PDE4A,PDE4D,PDE7A,PDIA3,PIK3R3,PIK3R5,PKN1,PLCD3,PRKACA,PRKCI,RAF1,RAP1A,RCAN1,RELA,RPS6KA5,RPS6KB2,SRF,STAT3,TGFB2	
NAFLD Signaling Pathway	1.66E00	1.11E-01	-2.200	AKT1,APOB,BAK1,BAX,CASP7,CASP8,CHUK,FASLG,GSK3A,GYS1,JAK3,MLST8,NFKB2,NR1H3,PIK3R3,PIK3R5,PPP2CA,PPP2R2A,PPP2R2D,PPP2R5D,PPP2R5E,SCD,SOCS4,STAT3,TGFB2	
Cancer Drug Resistance by Drug Efflux	1.65E00	1.55E-01	-1.000	ABCC1,AKT1,BRAF,MAP2K2,MAPK3,NRAS,PIK3R3,RAF1,RAP1A	
Interleukin-1 processing	1.65E00	3.33E-01	NaN	GSDMD,NFKB2,RELA	
Pathogenesis of Multiple Sclerosis	1.65E00	3.33E-01	NaN	CCL4,CXCL10,CXCL9	
Pyrimidine Ribonucleotides Interconversion	1.64E00	1.75E-01	-0.816	AK9,NME6,NME7,NTPCR,NUDT15,NUDT16,NUDT5	
Remodeling of Epithelial Adherens Junctions	1.63E00	1.47E-01	-1.000	ACTA2,ACTN4,ARPC5L,CLIP1,CTNNB1,DNM2,RAB5C,RAB7A,TUBA1B,TUBG1	
Aldosterone Signaling in Epithelial Cells	1.63E00	1.16E-01	-1.897	AHCY,CCDC51,DNAJC14,DNAJC2,DNAJC3,DNAJC6,DNAJC7,HSPA1A/HSPA1B,HSPA6,HSPD1,HSPH1,MAP2K2,MAPK3,PDIA3,PIK3R3,PIK3R5,PLCD3,PRKCI,RAF1,SOS2	
Endothelin-1 Signaling	1.63E00	1.13E-01	-3.411	ADCY3,BRAF,CASP10,CASP5,CASP7,CASP8,GNAI2,GRB2,HMOX1,MAPK14,MAPK3,NRAS,PDIA3,PIK3R3,PIK3R5,PLAAT4,PLB1,PLCD3,PRKCI,RAF1,RAP1A,SHC1	
VDR/RXR Activation	1.62E00	1.41E-01	0.447	CCNC,CEBPA,CXCL10,GADD45A,KLF4,MED1,PRKCI,PSMC5,RXRA,SP1,TGFB2	
Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway	1.62E00	1.04E-01	-2.043	ADAM32,AKT1,ATF2,BRAF,CDC42,CHUK,CREB3,CTNNB1,GRB2,HCST,IL1R1,LCP2,MAP2K2,MAP2K5,MAPK14,MAPK3,NFKBIE,NRAS,PIK3R3,PIK3R5,RAF1,RAP1A,RELA,RHOB,RHOQ,RHOT1,SHC1,SOS2,SRF,SYK,TNFRSF11A,VAV3	
MSP-RON Signaling in Macrophages Pathway	1.61E00	1.26E-01	-1.069	ATF2,CHUK,CREB3,ETV3,GRB2,MAPK3,NFKB2,NRAS,PIK3R3,PIK3R5,RAP1A,RELA,SBNO2,SOS2,STAT3	
Granzyme B Signaling	1.61E00	2.5E-01	-1.000	APAF1,CASP8,CYCS,LMNB2	
DNA Double Strand Break Response	1.61E00	1.53E-01	-1.000	ABL1,ABRAXAS1,ATM,BAP1,BAZ1B,KAT5,MRE11,PPP5C,UBE2I	
Signaling by FGFR1	1.59E00	1.6E-01	-2.121	BRAF,GRB2,MAPK3,MKNK1,NRAS,PPP2CA,PTPN11,SHC1	
RNA Polymerase III Transcription	1.59E00	1.71E-01	-1.134	POLR2F,POLR3G,POLR3GL,POLR3H,SNAPC1,SSB,ZNF143	
Mitochondrial Fatty Acid Beta-Oxidation	1.58E00	2.08E-01	-1.342	ACBD6,DECR1,ECHS1,ECI1,NDUFAB1	
Regulation of RUNX1 Expression and Activity	1.58E00	2.08E-01	NaN	MOV10,PML,PTPN11,TNRC6A,TNRC6C	
IL-33 Signaling Pathway	1.58E00	1.14E-01	-1.528	AKT1,ATF2,CASP10,CASP5,CASP7,CASP8,CCL2,CHUK,CREB3,MAP2K2,MAPK14,MAPK3,NFKB2,NFKBIE,PIK3R3,PIK3R5,PRKACA,RPS6KA1,STAT3,SYK,TBK1	
WNT/β-catenin Signaling	1.58E00	1.15E-01	-1.500	AKT1,CSNK1A1,CSNK1D,CSNK1G1,CSNK1G3,CSNK2A2,CSNK2B,CTNNB1,DVL3,GJA1,GSK3A,MARK2,PIN1,PPP2CA,PPP2R2A,PPP2R2D,PPP2R5D,PPP2R5E,RUVBL2,TGFB2	
fMLP Signaling in Neutrophils	1.57E00	1.22E-01	-2.324	ARPC5L,CDC42,GNAI2,GNB4,MAP2K2,MAPK3,NCF1,NFKB2,NFKBIE,NRAS,PIK3R3,PIK3R5,PRKCI,RAF1,RAP1A,RELA	
Retinoic acid Mediated Apoptosis Signaling	1.56E00	1.5E-01	-1.414	APAF1,CASP8,CYCS,DAP3,FADD,PARP10,PARP14,PARP4,RXRA	
GADD45 Signaling	1.56E00	1.5E-01	2.333	ATM,CCNE1,CCNE2,CDK4,GADD45A,MAPK14,NFKB2,RELA,TGFB2	
RAR Activation	1.56E00	9.79E-02	-1.852	ADCY3,ADH1B,AKT1,APEX1,ATF2,CDC42,CITED2,CREB3,CSNK2A2,CSNK2B,DHRS9,ERCC2,FASLG,GDE1,GDPD1,MAPK14,MAPK3,MED1,NFKB2,PDE12,PDE4A,PDE4D,PDE7A,PIK3R3,PIK3R5,PML,PRKACA,PSMC5,RELA,RHOB,RHOQ,RHOT1,RPS6KA2,RPS6KA5,RXRA,SCAND1,SMARCA4,SMARCD1,SP1,STAT5A,STAT5B,TGFB2	
Immunogenic Cell Death Signaling Pathway	1.55E00	1.33E-01	-2.887	BAK1,BAX,CASP8,CXCL10,FADD,HSPA1A/HSPA1B,HSPA6,MLKL,NFKB2,PDIA3,PGAM5,RIPK1	
Unfolded protein response	1.55E00	1.33E-01	-1.633	CEBPA,DNAJC14,DNAJC3,DNAJC6,DNAJC7,HSPA1A/HSPA1B,HSPA6,HSPH1,INSIG1,P4HB,UBXN4,VCP	
D-glucuronate Degradation I	1.55E00	5E-01	NaN	AKR1A1,DCXR	
Synaptic Long Term Potentiation	1.55E00	1.21E-01	-1.500	ATF2,CREB3,MAP2K2,MAPK3,NRAS,PDIA3,PLCD3,PPP1R10,PPP1R14A,PPP1R14B,PRKACA,PRKCI,RAF1,RAP1A,RAPGEF3,RPS6KA1	
UVC-Induced MAPK Signaling	1.54E00	1.57E-01	-1.414	BRAF,MAP2K2,MAPK14,MAPK3,NRAS,PRKCI,RAF1,RAP1A	
Amyloid Processing	1.54E00	1.57E-01	NaN	AKT1,CSNK1A1,CSNK1D,CSNK2A2,CSNK2B,MAPK14,MAPK3,PRKACA	
Sleep REM Signaling Pathway	1.54E00	1.26E-01	-1.069	ATF2,CREB3,EIF4E,FASLG,LIMK1,MAPK3,MKNK1,PDE4A,PRKACA,RPS6KA1,RPS6KA2,RPS6KA5,RPS6KB2,TGFB2	
DAP12 interactions	1.53E00	1.67E-01	-1.134	GRB2,LAT,LCP2,NRAS,SHC1,SYK,VAV3	
Protein methylation	1.52E00	2.35E-01	0.000	CAMKMT,EEF1AKMT1,ETFB,VCP	
Signaling by NTRK3 (TRKC)	1.52E00	2.35E-01	-2.000	BAX,GRB2,NRAS,SHC1	
Translocation of SLC2A4 (GLUT4) to the plasma membrane	1.51E00	1.41E-01	-1.897	AKT1,EXOC3,EXOC7,EXOC8,RAB8A,RHOQ,STX4,STXBP3,TUBA1B,YWHAG	
Activation of anterior HOX genes in hindbrain during early embryogenesis	1.51E00	1.36E-01	-0.905	ASH2L,CTCF,DPY30,EGR2,EZH2,MAFB,POLR2C,POLR2F,RXRA,SUZ12,WDR5	
Insulin processing	1.51E00	2E-01	-1.342	EXOC3,EXOC7,EXOC8,P4HB,SLC30A5	
Circadian Rhythm Signaling	1.51E00	1.04E-01	NaN	ADCY3,ATF2,BRAF,CACNB1,CREB3,CSNK1D,CSNK2A2,EIF4E,EIF4EBP1,FGR,GNAI2,GNB4,GSK3A,H3-3A/H3-3B,HCK,MAP2K2,MAP2K5,MAPK3,MKNK1,MLST8,NRAS,PDIA3,PLCD3,PRKACA,PRKCI,RAF1,RAP1A,RPS6KA5	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	1.49E00	1.15E-01	-3.317	C1QA,C1QC,C3,C3AR1,FASLG,MAPK3,NFKB2,NLRC4,OAS1,OAS2,PIK3R3,PIK3R5,PRKCI,RELA,RNASEL,SYK,TGFB2,TICAM1	
Cargo concentration in the ER	1.48E00	1.76E-01	0.000	MIA2,PREB,SEC23B,SEC24B,SEC24C,TMED2	
Pyrimidine Ribonucleotides De Novo Biosynthesis	1.48E00	1.63E-01	-0.816	AK9,NME6,NME7,NTPCR,NUDT15,NUDT16,NUDT5	
Melatonin Signaling	1.48E00	1.39E-01	-1.414	BRAF,GNAI2,MAP2K2,MAP2K5,MAPK3,PDIA3,PLCD3,PRKACA,PRKCI,RAF1	
Ephrin B Signaling	1.48E00	1.39E-01	-1.000	ACP1,CDC42,CTNNB1,GNAI2,GNB4,LIMK1,MAPK3,RGS3,VAV1,VAV3	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	1.47E00	1.21E-01	-2.673	AKT1,CTNNB1,GRB2,JAK3,MAP2K2,MAPK3,NRAS,PIK3R3,PIK3R5,RAF1,RAP1A,SHC1,SMAD5,SOS2,STAT3	
STAT3 Pathway	1.47E00	1.19E-01	0.258	CISH,IL1R1,MAP2K2,MAP3K11,MAPK14,MAPK3,NDUFA13,NRAS,PTPN2,PTPN6,RAF1,RAP1A,SOCS4,STAT3,TGFB2,TNFRSF11A	
GNRH Signaling	1.45E00	1.1E-01	-1.147	ADCY3,ATF2,CACNB1,CDC42,CREB3,GNAI2,GNB4,GRB2,MAP2K2,MAP3K11,MAP3K3,MAPK14,MAPK3,NFKB2,NRAS,PRKACA,PRKCI,RAF1,RAP1A,RELA,SOS2	
Interleukin-20 family signaling	1.45E00	1.92E-01	-2.236	JAK3,PTPN11,STAT3,STAT5A,STAT5B	
Branched-chain amino acid catabolism	1.44E00	2.22E-01	-2.000	ACAT1,BCAT1,ECHS1,SLC25A44	
TAK1-dependent IKK and NF-kappa-B activation	1.43E00	1.59E-01	-2.646	ALPK1,CASP8,CHUK,NFKB2,RELA,SAA1,TIFA	
Transcriptional Regulation by NPAS4	1.43E00	1.71E-01	-0.816	MAPK3,MOV10,SRF,TNRC6A,TNRC6C,XPO1	
Sleep NREM Signaling Pathway	1.43E00	1.22E-01	0.535	ADCY3,ATF2,BRAF,CREB3,GNAI2,HDAC4,MAP2K2,MAP2K5,MAPK3,NRAS,PRKACA,RAF1,RAP1A,YWHAG	
MHC class II antigen presentation	1.42E00	1.19E-01	-1.807	ACTR1A,AP1M1,AP2A2,CAPZA2,DCTN1,DCTN4,DCTN5,DNM2,KIF23,KIF2C,RAB7A,SEC24B,SEC24C,SEC31A,TUBA1B	
trans-Golgi Network Vesicle Budding	1.41E00	1.35E-01	-2.530	AP1M1,BLOC1S1,BLOC1S2,CLTB,DNAJC6,DNM2,DTNBP1,RAB5C,STX4,VAMP8	
SUMOylation of immune response proteins	1.4E00	2.73E-01	NaN	NFKB2,RELA,UBE2I	
Purine Nucleotides De Novo Biosynthesis II	1.4E00	2.73E-01	NaN	GART,IMPDH1,PAICS	
IL-12 Signaling and Production in Macrophages	1.39E00	1.05E-01	1.633	AKT1,APOA2,APOB,C3,CAMKK2,CEBPA,CHUK,H3-3A/H3-3B,MAP2K2,MAPK14,MAPK3,NFKB2,ORM1,ORM2,PIK3R3,PIK3R5,PRKCI,RAB7A,RELA,RXRA,STAT3,TGFB2,TNFRSF11A,TNIP2	
Pyroptosis	1.38E00	1.85E-01	-1.342	BAK1,BAX,CASP5,CYCS,GSDMD	
Purine Nucleotides Degradation II (Aerobic)	1.36E00	2.11E-01	NaN	ADA,IMPDH1,LACC1,NT5C2	
Cargo recognition for clathrin-mediated endocytosis	1.35E00	1.21E-01	-2.496	AP2A2,APOB,CLTB,COPS5,COPS7A,EPN1,FCHO2,GPS1,GRB2,GRK2,SH3GL1,STON1,VAMP8	
Paxillin Signaling	1.35E00	1.21E-01	-1.732	ACTA2,ACTN4,CDC42,CRK,GIT2,GRB2,ITGA6,MAPK14,NRAS,PIK3R3,PIK3R5,RAP1A,SOS2	
Formation of xylulose-5-phosphate	1.35E00	4E-01	NaN	AKR1A1,DCXR	
Superpathway of Serine and Glycine Biosynthesis I	1.35E00	4E-01	NaN	PSAT1,SHMT1	
Arginine Degradation I (Arginase Pathway)	1.35E00	4E-01	NaN	ALDH4A1,ARG2	
Citrulline-Nitric Oxide Cycle	1.35E00	4E-01	NaN	ASL,ASS1	
NAD Signaling Pathway	1.35E00	1.13E-01	-2.324	AKT1,CD38,GJA1,H1-1,HSPD1,IDH2,NADK,NFKB2,PARP10,PARP14,PARP4,PIK3R3,PIK3R5,POLR2C,POLR2F,SIRT5,TGFB2	
G Beta Gamma Signaling	1.34E00	1.16E-01	-1.604	AKT1,CACNB1,CDC42,DNM2,GNAI2,GNB4,GRB2,MAPK3,NRAS,PRKACA,PRKCI,RAF1,RAP1A,SHC1,SOS2	
PIP3 activates AKT signaling	1.34E00	1.14E-01	-3.500	AKT1,CHUK,GRB2,GSK3A,KITLG,MAPK3,MLST8,PIK3AP1,PIK3R3,PPP2CA,PPP2R5D,PPP2R5E,PTPN11,RPS6KB2,TRIB3,VAV1	
Gene and protein expression by JAK-STAT signaling after IL-12 stimulation	1.32E00	1.62E-01	-0.816	AIP,CDC42,HNRNPF,MIF,PITPNA,TCP1	
Signaling by Rho Family GTPases	1.32E00	1.01E-01	-3.710	ACTA2,ARHGEF11,ARHGEF2,ARPC5L,CDC42,CDC42EP4,CLIP1,GNAI2,GNB4,ITGA6,LIMK1,MAP2K2,MAP3K11,MAPK3,MYL6B,NCF1,NFKB2,PIK3R3,PIK3R5,PKN1,PRKCI,RAF1,RELA,RHOB,RHOQ,RHOT1,WASL	
Role of Chondrocytes in Rheumatoid Arthritis Signaling Pathway	1.32E00	1.13E-01	-3.000	CAMKK2,CASP8,CCL2,CEBPA,CHUK,FADD,IL1R1,MAPK14,MAPK3,MLKL,MLST8,NFKB2,PGAM5,RIPK1,STAT3,VEGFC	
Phagosome Maturation	1.31E00	1.1E-01	NaN	ATP6V0E1,ATP6V1B2,DCTN4,DYNC2I2,DYNLT1,EEA1,GOSR1,LAMP1,NCF1,PRDX1,RAB5C,RAB7A,TAP1,TUBA1B,TUBG1,VPS16,VPS18,YKT6	
Antiproliferative Role of Somatostatin Receptor 2	1.3E00	1.3E-01	-1.667	BRAF,GNB4,MAP2K2,MAPK3,NRAS,PIK3R3,PIK3R5,PTPN11,PTPN6,RAP1A	
Heme signaling	1.3E00	1.49E-01	0.816	APOB,ATF2,HMOX1,MAFK,MED1,RXRA,XPO1	
Phase II - Conjugation of compounds	1.3E00	1.34E-01	-1.000	AHCY,CNDP2,GLYATL2,NNMT,PAPSS2,TPMT,TRMT112,UGDH,UGP2	
Pulmonary Healing Signaling Pathway	1.29E00	1.06E-01	-1.964	BRAF,CDC42,CTNNB1,FGR,GRB2,HCK,IDH2,MAPK14,MAPK3,NFKB2,NRAS,PRKCI,RAF1,RAP1A,SMAD5,SOS2,STAT3,STAT5A,STAT5B,TGFB2,VEGFC	
IL-10 Signaling	1.28E00	1.1E-01	-0.243	AKT1,ARG2,ATF2,BLVRA,CHUK,CREB3,HMOX1,IL1R1,MAFB,MAPK14,NFKB2,NFKBIE,RELA,SP1,STAT3,STAT5A,STAT5B	
Hematoma Resolution Signaling Pathway	1.28E00	1.01E-01	-2.746	C3,CCR4,F2RL3,FASLG,FGA,FGG,HMOX1,MAPK14,MAPK3,NDUFA13,NDUFA2,NDUFA8,NDUFAB1,NDUFB10,NDUFB3,NDUFB7,NDUFB8,NDUFS3,NDUFS7,NDUFS8,NDUFV3,NFKB2,STAT3,TGFB2,TUBA1B,VPS35	
Myogenesis	1.27E00	1.72E-01	-0.447	ABL1,BNIP2,CDC42,CTNNB1,MAPK14	
mRNA Capping	1.27E00	1.72E-01	-2.236	ERCC2,GTF2F1,NCBP2,POLR2C,POLR2F	
p75 NTR receptor-mediated signalling	1.25E00	1.2E-01	-1.732	ABR,AKAP13,ARHGEF11,ARHGEF2,NET1,OBSCN,PREX1,PRKCI,RELA,SOS2,VAV1,VAV3	
Pancreatic Secretion Signaling Pathway	1.25E00	1.01E-01	-1.800	ADCY3,AHCYL1,AKT1,ARHGEF11,ARHGEF2,CD38,EIF4EBP1,GOSR1,MAPK3,MLST8,PDIA3,PIK3R3,PIK3R5,PLCD3,PPP1R10,PPP1R14A,PPP1R14B,PRKACA,PRKCI,RAP1A,RAPGEF3,RPS6KB2,STXBP3,STXBP4,YKT6	
Thyroid Cancer Signaling	1.24E00	1.27E-01	-1.897	AKT1,BRAF,CTNNB1,MAP2K2,MAPK3,NRAS,PIK3R3,PIK3R5,RAP1A,SHC1	
Role of JAK family kinases in IL-6-type Cytokine Signaling	1.24E00	1.27E-01	-1.265	CRP,MAPK14,MAPK3,PIAS1,PTPN11,STAT3,STAT5A,STAT5B,TGFB2,VEGFC	
Opioid Signalling	1.23E00	1.22E-01	-1.508	ADCY3,AHCYL1,CAMKK2,GNAI2,GNB4,GRK2,PDE4A,PDE4D,PPP2CA,PPP2R5D,PRKACA	
MAP kinase activation	1.23E00	1.54E-01	-1.633	CHUK,CUL1,MAPK14,MAPKAPK3,SKP1,TNIP2	
Regulation of TP53 Expression and Degradation	1.23E00	1.54E-01	-0.816	AKT1,ATM,MLST8,PHF20,PPP2CA,RFFL	
tRNA Charging	1.23E00	1.54E-01	-1.633	AARS1,CARS1,RARS1,SARS1,WARS1,YARS1	
Regulation of TLR by endogenous ligand	1.22E00	1.9E-01	-2.000	APOB,FGA,FGG,GSDMD	
Mitophagy	1.21E00	1.67E-01	-2.236	CSNK2A2,CSNK2B,PGAM5,TOMM22,TOMM5	
Nucleotide catabolism	1.21E00	1.67E-01	-2.236	NT5C2,NUDT15,NUDT16,NUDT5,TYMP	
Advanced glycosylation endproduct receptor signaling	1.21E00	2.31E-01	NaN	CAPZA2,MAPK3,SAA1	
Epithelial Adherens Junction Signaling	1.19E00	1.08E-01	0.000	AKT1,ARPC5L,CDC42,CRK,CTNNB1,KIF23,LIMK1,NF2,NRAS,PPP2CA,PPP2R2A,PPP2R2D,PPP2R5D,PPP2R5E,RAP1A,TGFB2,YWHAG	
UDP-N-acetyl-D-glucosamine Biosynthesis II	1.19E00	3.33E-01	NaN	GFPT1,UAP1	
Chemokine Signaling	1.18E00	1.23E-01	-2.530	CCL2,CCL4,GNAI2,LIMK1,MAP2K2,MAPK14,MAPK3,NRAS,RAF1,RAP1A	
Signaling by EGFR	1.18E00	1.4E-01	-1.890	CDC42,EPN1,GRB2,NRAS,PTPN11,SH3GL1,SHC1	
Antioxidant Action of Vitamin C	1.17E00	1.14E-01	3.051	CHUK,HMOX1,MAPK14,MAPK3,NFKB2,NFKBIE,PDIA3,PLAAT4,PLB1,PLCD3,RELA,STAT5A,STAT5B	
Acetylcholine Receptor Signaling Pathway	1.17E00	1.03E-01	0.000	ADCY3,AKT1,ATF2,CACNB1,CASP10,CASP5,CASP7,CASP8,CREB3,GNAI2,HMOX1,KEAP1,MAPK3,NFKB2,PDIA3,PIK3R3,PIK3R5,PLCD3,PRKACA,PRKCI	
Asparagine N-linked glycosylation	1.16E00	1.61E-01	-0.447	ASGR2,GFPT1,NUS1,PDIA3,UAP1	
RHO GTPases activate IQGAPs	1.16E00	1.61E-01	-0.447	CDC42,CLIP1,CTNNB1,IQGAP3,TUBA1B	
Endosomal Sorting Complex Required For Transport (ESCRT)	1.16E00	1.61E-01	-1.342	MVB12A,VPS25,VPS36,VPS4A,VPS4B	
RHO GTPases Activate NADPH Oxidases	1.16E00	1.82E-01	-2.000	MAPK14,MAPK3,NCF1,PIN1	
Semaphorin Signaling in Neurons	1.15E00	1.31E-01	NaN	ARHGAP1,CDC42,FES,LIMK1,MAPK3,RHOB,RHOQ,RHOT1	
Regulation of the Epithelial-Mesenchymal Transition Pathway	1.15E00	1.03E-01	NaN	AKT1,BRAF,CTNNB1,DVL3,GRB2,JAK3,MAP2K2,MAP2K5,MAPK3,NFKB2,NRAS,PIK3R3,PIK3R5,PTPN11,RAF1,RAP1A,RELA,SOS2,STAT3,TGFB2	
Actin Nucleation by ARP-WASP Complex	1.15E00	1.18E-01	-0.333	ARPC5L,CDC42,GRB2,ITGA6,NRAS,RAP1A,RHOB,RHOQ,RHOT1,SOS2,WASL	
RET signaling	1.14E00	1.46E-01	-2.449	DOK4,GRB2,PIK3R3,PRKACA,PTPN11,SHC1	
Methylthiopropionate Biosynthesis	1.14E00	1E00	NaN	ADI1	
Acetyl-CoA Biosynthesis III (from Citrate)	1.14E00	1E00	NaN	ACLY	
Transcriptional regulation by RUNX2	1.14E00	1.37E-01	-2.646	ABL1,AKT1,BAX,CDK4,HDAC4,MAPK3,PPM1D	
GP6 Signaling Pathway	1.13E00	1.1E-01	-1.732	AKT1,FCER1G,FGA,FGG,GRB2,GSK3A,LAT,LCP2,PIK3R3,PIK3R5,PRKCI,SYK,VAV1,VAV3	
DNA Double-Strand Break Repair by Homologous Recombination	1.13E00	2.14E-01	NaN	ABL1,ATM,MRE11	
DNA Double-Strand Break Repair by Non-Homologous End Joining	1.13E00	2.14E-01	NaN	ATM,LIG3,MRE11	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	1.13E00	2.14E-01	NaN	IMPDH1,LACC1,NT5C2	
Mevalonate Pathway I	1.13E00	2.14E-01	NaN	ACAT1,MVK,PMVK	
TNFR2 Signaling	1.11E00	1.56E-01	-1.342	CHUK,NFKB2,NFKBIE,RELA,TBK1	
Telomere Maintenance	1.1E00	1.23E-01	-0.333	BLM,DNA2,POLD1,POLD2,POLD3,PPP6C,PPP6R3,RFC2,TERF2	
Senescence-Associated Secretory Phenotype (SASP)	1.1E00	1.23E-01	-2.333	ANAPC10,CDC27,CDK4,MAPK3,RELA,RPS6KA1,RPS6KA2,STAT3,UBE2E1	
Extra-nuclear estrogen signaling	1.1E00	1.23E-01	-2.333	AKT1,GNAI2,GNB4,MAPK3,NRAS,PIK3R3,SHC1,SRF,XPO1	
Glioma Invasiveness Signaling	1.1E00	1.23E-01	-1.414	CDC42,MAPK3,NRAS,PIK3R3,PIK3R5,RAP1A,RHOB,RHOQ,RHOT1	
April Mediated Signaling	1.1E00	1.43E-01	-1.633	CHUK,MAPK14,NFKB2,NFKBIE,RELA,TRAF3	
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	1.1E00	1.74E-01	0.000	AK9,APOBEC3G,NME6,NME7	
TCA Cycle II (Eukaryotic)	1.1E00	1.74E-01	-2.000	MDH1,OGDH,SDHC,SUCLG1	
Virus Entry via Endocytic Pathways	1.08E00	1.1E-01	-2.496	ABL1,ACTA2,AP1M1,AP2A2,AP3D1,CDC42,CLTB,DNM2,NRAS,PIK3R3,PIK3R5,PRKCI,RAP1A	
IL-1 Signaling	1.07E00	1.15E-01	-2.828	ADCY3,CHUK,ECSIT,GNAI2,GNB4,IL1R1,MAPK14,NFKB2,NFKBIE,PRKACA,RELA	
TYSND1 cleaves peroxisomal proteins	1.07E00	2.86E-01	NaN	ACAA1,AGPS	
Ceramide Biosynthesis	1.07E00	2.86E-01	NaN	KDSR,SPTSSA	
Arginine Degradation VI (Arginase 2 Pathway)	1.07E00	2.86E-01	NaN	ARG2,PYCR1	
Adenine and Adenosine Salvage III	1.07E00	2.86E-01	NaN	ADA,LACC1	
Glycogen Biosynthesis II (from UDP-D-Glucose)	1.07E00	2.86E-01	NaN	GYS1,UGP2	
